ID,客户端ID,本地问题ID,批次名,目标版本,领域,文档类型,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,参考句,PR地址,PR编号,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cms7583jh19p8mov4ai5s2gs0,f56eb49f-f753-4482-bb74-e10355810efe,cms7583jh19p8mov4ai5s2gs0, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.3,检测 Markdown 文件中常识性错误检查,capi-arkui-nativemodule-arkui-nodecustomevent.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodecustomevent.md,,ArkUI_NodeCustomEvent,10,未确认,P1,ArkUI,,,该 typedef 声明末尾缺少必需的分号，不是完整、合法的 C 语言类型声明，与接口的正确声明形式不一致。,,typedef struct ArkUI_NodeCustomEvent ArkUI_NodeCustomEvent;,typedef struct ArkUI_NodeCustomEvent ArkUI_NodeCustomEvent,文档中使用的接口的名称、参数名、变量、功能、参数数量、参数可选必选、参数类型、使用场景、参数的异常值、参数的缺省值、参数的默认值等描述和接口声明、定义的是否不一致，归属的关系是否不一致，描述是否冗余。其中接口的定义和声明，可以在相应api参考和指南中查询。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-nodecustomevent.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_node.h第12977行，内容为“typedef struct ArkUI_NodeCustomEvent ArkUI_NodeCustomEvent;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-nodecustomevent.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_node.h第12977行的真实头文件声明。
cms7581ow19ommov44q3mfroi,f56eb49f-f753-4482-bb74-e10355810efe,cms7581ow19ommov44q3mfroi, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-nodecustomevent.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodecustomevent.md,,ArkUI_NodeCustomEvent,10,未确认,P1,ArkUI,,,该代码位于C语言代码块中。C语言的typedef声明必须以分号结束，当前声明缺少分号，直接使用时会产生编译错误。,,typedef struct ArkUI_NodeCustomEvent ArkUI_NodeCustomEvent;,typedef struct ArkUI_NodeCustomEvent ArkUI_NodeCustomEvent,代码块中代码编写不符合语法、规范等。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-nodecustomevent.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_node.h第12977行，内容为“typedef struct ArkUI_NodeCustomEvent ArkUI_NodeCustomEvent;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-nodecustomevent.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_node.h第12977行的真实头文件声明。
cms7570ny19g4mov4swhrbzne,f56eb49f-f753-4482-bb74-e10355810efe,cms7570ny19g4mov4swhrbzne, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-nodebordercoloroption.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodebordercoloroption.md,,ArkUI_NodeBorderColorOption,10,未确认,P2,ArkUI,,,该 typedef 声明末尾缺少 C 语言语法要求的分号，放入代码上下文后会产生编译错误，不符合代码片段可正常编译且无报错的要求。,,typedef struct ArkUI_NodeBorderColor ArkUI_NodeBorderColorOption;,typedef struct ArkUI_NodeBorderColor ArkUI_NodeBorderColorOption,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,capi-arkui-nativemodule-arkui-nodebordercoloroption.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第134行，内容为“typedef struct ArkUI_NodeBorderColor ArkUI_NodeBorderColorOption;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-nodebordercoloroption.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第134行的真实头文件声明。
cms756qkj19czmov4vca39k2l,f56eb49f-f753-4482-bb74-e10355810efe,cms756qkj19czmov4vca39k2l, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.3,检测 Markdown 文件中常识性错误检查,capi-arkui-nativemodule-arkui-nodebordercoloroption.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodebordercoloroption.md,,ArkUI_NodeBorderColorOption,10,未确认,P1,ArkUI,,,该 typedef 声明末尾缺少 C 语言语法要求的分号，当前内容不是一条完整、有效的 C 类型别名声明，开发者直接复制使用时会产生编译错误。,,typedef struct ArkUI_NodeBorderColor ArkUI_NodeBorderColorOption;,typedef struct ArkUI_NodeBorderColor ArkUI_NodeBorderColorOption,文档中使用的接口的名称、参数名、变量、功能、参数数量、参数可选必选、参数类型、使用场景、参数的异常值、参数的缺省值、参数的默认值等描述和接口声明、定义的是否不一致，归属的关系是否不一致，描述是否冗余。其中接口的定义和声明，可以在相应api参考和指南中查询。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-nodebordercoloroption.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第134行，内容为“typedef struct ArkUI_NodeBorderColor ArkUI_NodeBorderColorOption;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-nodebordercoloroption.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第134行的真实头文件声明。
cms756fz019ajmov4sqz3bfpq,f56eb49f-f753-4482-bb74-e10355810efe,cms756fz019ajmov4sqz3bfpq, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-nodeadapterevent.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodeadapterevent.md,,ArkUI_NodeAdapterEvent,15,未确认,P2,ArkUI,,,概述仅说明该类型是适配器事件对象，未说明其具体用途以及适用场景，开发者无法从总体描述中了解该对象在节点适配器事件处理中的作用，功能和用法描述不完整。,,定义适配器事件对象，用于承载节点适配器相关事件信息，适用于处理节点适配器事件的场景。,定义适配器事件对象。,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,是,目标文档第15行只称“适配器事件对象”，未说明对象承载的信息和场景；native-template.md第58-65行要求说明结构体用途，interface/sdk_c/arkui/ace_engine/native/native_node.h第13048-13059、13151-13193行表明它作为节点适配器回调参数，可取得事件类型、宿主节点和数据项索引。,将目标文档第15行改为“定义组件适配器事件对象，用于在节点适配器的事件回调中传递事件类型、宿主节点和数据项索引等信息。”，并同步capi-native-node-h.md第40行汇总表。
cms756ff819abmov4m3tbpsqd,f56eb49f-f753-4482-bb74-e10355810efe,cms756ff819abmov4m3tbpsqd, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-nodebordercoloroption.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodebordercoloroption.md,,ArkUI_NodeBorderColorOption,10,未确认,P1,ArkUI,,,该 typedef 声明末尾缺少分号，不符合 C 语言声明语法；开发者直接使用文档中的代码会产生编译错误。,,typedef struct ArkUI_NodeBorderColor ArkUI_NodeBorderColorOption;,typedef struct ArkUI_NodeBorderColor ArkUI_NodeBorderColorOption,代码块中代码编写不符合语法、规范等。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-nodebordercoloroption.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第134行，内容为“typedef struct ArkUI_NodeBorderColor ArkUI_NodeBorderColorOption;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-nodebordercoloroption.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第134行的真实头文件声明。
cms755dzb191kmov49doc2ux7,f56eb49f-f753-4482-bb74-e10355810efe,cms755dzb191kmov49doc2ux7, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-nodeadapterevent.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodeadapterevent.md,,ArkUI_NodeAdapterEvent,10,未确认,P1,ArkUI,,,该typedef声明末尾缺少C语言语法要求的分号，直接放入代码上下文后会产生编译错误；文档也未提供注释说明这是可忽略的不完整片段。,,typedef struct ArkUI_NodeAdapterEvent ArkUI_NodeAdapterEvent;,typedef struct ArkUI_NodeAdapterEvent ArkUI_NodeAdapterEvent,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,capi-arkui-nativemodule-arkui-nodeadapterevent.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_node.h第12991行，内容为“typedef struct ArkUI_NodeAdapterEvent ArkUI_NodeAdapterEvent;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-nodeadapterevent.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_node.h第12991行的真实头文件声明。
cms7552at18y8mov48m6y20zk,f56eb49f-f753-4482-bb74-e10355810efe,cms7552at18y8mov48m6y20zk, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.3,检测 Markdown 文件中常识性错误检查,capi-arkui-nativemodule-arkui-nodeadapterevent.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodeadapterevent.md,,ArkUI_NodeAdapterEvent,10,未确认,P1,ArkUI,,,该typedef声明缺少C语言声明所必需的结尾分号，与正确的接口声明形式不一致；开发者直接复制使用时会产生编译错误。,,typedef struct ArkUI_NodeAdapterEvent ArkUI_NodeAdapterEvent;,typedef struct ArkUI_NodeAdapterEvent ArkUI_NodeAdapterEvent,文档中使用的接口的名称、参数名、变量、功能、参数数量、参数可选必选、参数类型、使用场景、参数的异常值、参数的缺省值、参数的默认值等描述和接口声明、定义的是否不一致，归属的关系是否不一致，描述是否冗余。其中接口的定义和声明，可以在相应api参考和指南中查询。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-nodeadapterevent.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_node.h第12991行，内容为“typedef struct ArkUI_NodeAdapterEvent ArkUI_NodeAdapterEvent;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-nodeadapterevent.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_node.h第12991行的真实头文件声明。
cms754w4y18wrmov4meg4fa8o,f56eb49f-f753-4482-bb74-e10355810efe,cms754w4y18wrmov4meg4fa8o, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-nodeadapterevent.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodeadapterevent.md,,ArkUI_NodeAdapterEvent,10,未确认,P1,ArkUI,,,该代码块被标记为 C 语言，但 typedef 声明末尾缺少必需的分号，不符合 C 语言语法；将该声明直接用于代码时会产生编译错误。,,typedef struct ArkUI_NodeAdapterEvent ArkUI_NodeAdapterEvent;,typedef struct ArkUI_NodeAdapterEvent ArkUI_NodeAdapterEvent,代码块中代码编写不符合语法、规范等。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-nodeadapterevent.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_node.h第12991行，内容为“typedef struct ArkUI_NodeAdapterEvent ArkUI_NodeAdapterEvent;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-nodeadapterevent.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_node.h第12991行的真实头文件声明。
cms753s5p18m7mov4qkxsmjsi,f56eb49f-f753-4482-bb74-e10355810efe,cms753s5p18m7mov4qkxsmjsi, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md,,ArkUI_FloatAnimatablePropertyHandle,10,未确认,P1,ArkUI,,,该 typedef 声明末尾缺少 C 语法必需的分号，直接放入代码上下文后会产生编译错误。,,typedef struct ArkUI_FloatAnimatableProperty* ArkUI_FloatAnimatablePropertyHandle;,typedef struct ArkUI_FloatAnimatableProperty* ArkUI_FloatAnimatablePropertyHandle,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第92行，内容为“typedef struct ArkUI_FloatAnimatableProperty* ArkUI_FloatAnimatablePropertyHandle;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第92行的真实头文件声明。
cms753oh218l7mov40i339kbt,f56eb49f-f753-4482-bb74-e10355810efe,cms753oh218l7mov40i339kbt, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.3,检测 Markdown 文件中常识性错误检查,capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md,,ArkUI_FloatAnimatablePropertyHandle,10,未确认,P1,ArkUI,,,该行是 C 语言 typedef 声明，但声明末尾缺少必需的分号，导致展示的接口声明语法不完整，直接使用时无法通过编译。,,typedef struct ArkUI_FloatAnimatableProperty* ArkUI_FloatAnimatablePropertyHandle;,typedef struct ArkUI_FloatAnimatableProperty* ArkUI_FloatAnimatablePropertyHandle,文档中使用的接口的名称、参数名、变量、功能、参数数量、参数可选必选、参数类型、使用场景、参数的异常值、参数的缺省值、参数的默认值等描述和接口声明、定义的是否不一致，归属的关系是否不一致，描述是否冗余。其中接口的定义和声明，可以在相应api参考和指南中查询。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第92行，内容为“typedef struct ArkUI_FloatAnimatableProperty* ArkUI_FloatAnimatablePropertyHandle;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第92行的真实头文件声明。
cms753ca718ikmov4t159zjhy,f56eb49f-f753-4482-bb74-e10355810efe,cms753ca718ikmov4t159zjhy, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md,,ArkUI_FloatAnimatablePropertyHandle,10,未确认,P1,ArkUI,,,该 C 语言 typedef 声明末尾缺少必需的分号，无法作为合法声明通过编译。,,typedef struct ArkUI_FloatAnimatableProperty* ArkUI_FloatAnimatablePropertyHandle;,typedef struct ArkUI_FloatAnimatableProperty* ArkUI_FloatAnimatablePropertyHandle,代码块中代码编写不符合语法、规范等。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第92行，内容为“typedef struct ArkUI_FloatAnimatableProperty* ArkUI_FloatAnimatablePropertyHandle;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-floatanimatablepropertyhandle.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第92行的真实头文件声明。
cms752gs3189dmov4ynlgo64w,f56eb49f-f753-4482-bb74-e10355810efe,cms752gs3189dmov4ynlgo64w, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-coloranimatablepropertyhandle.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-coloranimatablepropertyhandle.md,,ArkUI_ColorAnimatablePropertyHandle,10,未确认,P1,ArkUI,,,该 typedef 声明末尾缺少 C 语言语法要求的分号，直接放入代码上下文后会产生编译错误，不符合代码片段可正常编译且无报错的要求。,,typedef struct ArkUI_ColorAnimatableProperty* ArkUI_ColorAnimatablePropertyHandle;,typedef struct ArkUI_ColorAnimatableProperty* ArkUI_ColorAnimatablePropertyHandle,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,capi-arkui-nativemodule-arkui-coloranimatablepropertyhandle.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第106行，内容为“typedef struct ArkUI_ColorAnimatableProperty* ArkUI_ColorAnimatablePropertyHandle;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-coloranimatablepropertyhandle.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第106行的真实头文件声明。
cms7524fy186cmov46fo7h99c,f56eb49f-f753-4482-bb74-e10355810efe,cms7524fy186cmov46fo7h99c, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-coloranimatablepropertyhandle.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-coloranimatablepropertyhandle.md,,ArkUI_ColorAnimatablePropertyHandle,10,未确认,P1,ArkUI,,,该 typedef 声明末尾缺少分号，不符合 C 语言声明语法，按文档内容直接使用将导致编译错误。,,typedef struct ArkUI_ColorAnimatableProperty* ArkUI_ColorAnimatablePropertyHandle;,typedef struct ArkUI_ColorAnimatableProperty* ArkUI_ColorAnimatablePropertyHandle,代码块中代码编写不符合语法、规范等。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-coloranimatablepropertyhandle.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第106行，内容为“typedef struct ArkUI_ColorAnimatableProperty* ArkUI_ColorAnimatablePropertyHandle;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-coloranimatablepropertyhandle.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第106行的真实头文件声明。
